retailer_id,shopper_rtlr_loyalty_id
740,1004939
740,100493904
740,10049398
740,1004940
740,10049402
740,10049431
740,10049465
740,1004947
740,10049472
740,10049475
740,10049492
740,1004950
740,100495035
740,10049512
740,10049515
740,10049518
740,1004952
740,10049529
740,1004953
740,10049534
740,10049553
740,10049567
740,1004957
740,10049579
740,10049589
740,100496124
740,100496245
740,10049632
740,10049658
740,10049660
740,10049694
740,100497
740,1004973
740,10049731
740,10049744
740,10049757
740,10049767
740,10049774
740,1004979
740,10049791
740,10049793
740,10049799
740,1004981
740,10049819
740,10049821
740,10049822
740,10049843
740,10049855
740,10049858
740,10049865
740,1004988
740,10049881
740,10049883
740,10049888
740,1004990
740,10049901
740,1004991
740,10049922
740,10049923
740,10049929
740,10049930
740,10049931
740,10049936
740,10049937
740,10049939
740,1004994
740,10049941
740,10049945
740,10049961
740,1004997
740,10049978
740,10049984
740,10049992
740,10050
740,100500
740,10050007
740,1005001
740,10050027
740,10050032
740,1005004
740,1005005
740,10050057
740,1005006
740,10050064
740,10050066
740,10050069
740,1005007
740,10050089
740,10050101
740,10050102
740,10050107
740,10050114
740,100501171
740,10050121
740,1005014
740,10050179
740,100501837
740,10050188
740,1005020
740,10050218
740,10050236
740,1005024
740,10050259
740,10050269
740,1005028
740,10050286
740,100503
740,10050304
740,10050307
740,1005033
740,10050334
740,10050335
740,10050339
740,10050358
740,10050362
740,10050376
740,1005039
740,10050397
740,100504
740,1005041
740,10050415
740,1005043
740,10050435
740,10050446
740,1005046
740,10050466
740,1005048
740,10050485
740,100504870
740,10050492
740,10050501
740,10050502
740,10050504
740,1005051
740,1005052
740,100505255
740,10050555
740,1005057
740,10050570
740,10050580
740,10050586
740,10050597
740,10050614
740,1005063
740,10050634
740,10050639
740,10050647
740,10050663
740,1005067
740,1005068
740,10050683
740,10050690
740,10050692
740,10050693
740,10050704
740,1005073
740,10050732
740,10050745
740,1005075
740,10050752
740,1005076
740,100507660
740,10050771
740,100507999
740,10050808
740,10050823
740,1005083
740,10050831
740,10050832
740,10050849
740,10050852
740,1005086
740,10050868
740,10050871
740,10050872
740,10050873
740,10050881
740,10050890
740,100508902
740,10050895
740,10050897
740,100508982
740,100509
740,10050900
740,10050902
740,1005091
740,10050911
740,10050927
740,1005093
740,10050945
740,1005097
740,1005099
740,1005100
740,10051007
740,10051010
740,10051011
740,10051014
740,10051018
740,10051019
740,10051021
740,10051028
740,10051041
740,1005105
740,10051057
740,1005106
740,10051069
740,10051071
740,10051083
740,100510855
740,10051091
740,10051105
740,10051106
740,1005112
740,10051134
740,1005114
740,10051151
740,10051162
740,1005117
740,10051170
740,100511762
740,1005118
